equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance
R1340,Ford F 350 Super Duty XL,ICE,DPW: General Surveying,10707209,12/31/2021,0,65000,65000,14925,0,1184.6,0,13.6,0,R8239,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6
R1341,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,14338,0,1023.6,0,103,0,R8240,Ford Fusion,36000,103,PHEV,1023.6
R1342,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,10754,0,777.2,0,106,0,R8241,Chevrolet Bolt EV,31300,106,EV,777.2
R1343,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,8408,0,984.6,0,82,0,R8242,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1344,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,14126,0,1198.6,0,25,0,R8243,Ford Explorer,46000,25,HEV,1198.6
R1345,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,15463,0,1198.6,0,25,0,R8244,Ford Explorer,46000,25,HEV,1198.6
R1346,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,19326,0,1198.6,0,25,0,R8245,Ford Explorer,46000,25,HEV,1198.6
R1347,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,34406,0,1198.6,0,25,0,R8246,Ford Explorer,46000,25,HEV,1198.6
R1348,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,8473,0,1198.6,0,25,0,R8247,Ford Explorer,46000,25,HEV,1198.6
R1349,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,13972,0,1198.6,0,25,0,R8248,Ford Explorer,46000,25,HEV,1198.6
R1350,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,41095,0,1198.6,0,25,0,R8249,Ford Explorer,46000,25,HEV,1198.6
R1351,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,27377,0,1198.6,0,25,0,R8250,Ford Explorer,46000,25,HEV,1198.6
R1352,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,22902,0,1198.6,0,25,0,R8251,Ford Explorer,46000,25,HEV,1198.6
R1353,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,17756,0,1198.6,0,25,0,R8252,Ford Explorer,46000,25,HEV,1198.6
R1354,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10048,0,1198.6,0,25,0,R8253,Ford Explorer,46000,25,HEV,1198.6
R1355,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,17578,0,1198.6,0,25,0,R8254,Ford Explorer,46000,25,HEV,1198.6
R1356,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,59691,0,1198.6,0,25,0,R8255,Ford Explorer,46000,25,HEV,1198.6
R1357,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,16023,0,1198.6,0,25,0,R8256,Ford Explorer,46000,25,HEV,1198.6
R1358,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,40616,0,1198.6,0,25,0,R8257,Ford Explorer,46000,25,HEV,1198.6
R1359,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,11550,0,1198.6,0,25,0,R8258,Ford Explorer,46000,25,HEV,1198.6
R1360,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,50862,0,1198.6,0,25,0,R8259,Ford Explorer,46000,25,HEV,1198.6
R1361,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,35805,0,1198.6,0,25,0,R8260,Ford Explorer,46000,25,HEV,1198.6
R1362,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10776,0,1198.6,0,25,0,R8261,Ford Explorer,46000,25,HEV,1198.6
R1363,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,29519,0,1198.6,0,25,0,R8262,Ford Explorer,46000,25,HEV,1198.6
R1364,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10751,0,1198.6,0,25,0,R8263,Ford Explorer,46000,25,HEV,1198.6
R1365,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,36977,0,1198.6,0,25,0,R8264,Ford Explorer,46000,25,HEV,1198.6
R1366,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,8834,0,1198.6,0,25,0,R8265,Ford Explorer,46000,25,HEV,1198.6
R1367,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10776,0,1198.6,0,25,0,R8266,Ford Explorer,46000,25,HEV,1198.6
R1368,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,38946,0,1198.6,0,25,0,R8267,Ford Explorer,46000,25,HEV,1198.6
R1369,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,8119,0,1198.6,0,25,0,R8268,Ford Explorer,46000,25,HEV,1198.6
R1370,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,9739,0,1198.6,0,25,0,R8269,Ford Explorer,46000,25,HEV,1198.6
R1371,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,39147,0,1198.6,0,25,0,R8270,Ford Explorer,46000,25,HEV,1198.6
R1372,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,62720,0,1198.6,0,25,0,R8271,Ford Explorer,46000,25,HEV,1198.6
R1373,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,57830,0,1198.6,0,25,0,R8272,Ford Explorer,46000,25,HEV,1198.6
R1374,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,7817,0,1198.6,0,25,0,R8273,Ford Explorer,46000,25,HEV,1198.6
R1375,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,43877,0,1198.6,0,25,0,R8274,Ford Explorer,46000,25,HEV,1198.6
R1376,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,14466,0,1198.6,0,25,0,R8275,Ford Explorer,46000,25,HEV,1198.6
R1377,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10322,0,1198.6,0,25,0,R8276,Ford Explorer,46000,25,HEV,1198.6
R1378,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,15192,0,1198.6,0,25,0,R8277,Ford Explorer,46000,25,HEV,1198.6
R1379,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,33099,0,1198.6,0,25,0,R8278,Ford Explorer,46000,25,HEV,1198.6
R1380,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,44759,0,1198.6,0,25,0,R8279,Ford Explorer,46000,25,HEV,1198.6
R1381,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,8666,0,1198.6,0,25,0,R8280,Ford Explorer,46000,25,HEV,1198.6
R1382,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,12660,0,1198.6,0,25,0,R8281,Ford Explorer,46000,25,HEV,1198.6
R1383,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,15542,0,1198.6,0,25,0,R8282,Ford Explorer,46000,25,HEV,1198.6
R1384,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,6892,0,1198.6,0,25,0,R8283,Ford Explorer,46000,25,HEV,1198.6
R1385,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,14730,0,1198.6,0,25,0,R8284,Ford Explorer,46000,25,HEV,1198.6
R1386,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10357,0,1198.6,0,25,0,R8285,Ford Explorer,46000,25,HEV,1198.6
R1387,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,44540,0,1198.6,0,25,0,R8286,Ford Explorer,46000,25,HEV,1198.6
R1388,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,14621,0,1198.6,0,25,0,R8287,Ford Explorer,46000,25,HEV,1198.6
R1389,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,45127,0,1198.6,0,25,0,R8288,Ford Explorer,46000,25,HEV,1198.6
R1390,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,27624,0,1110.2,0,39,0,R8289,Ford Escape,29000,39,HEV,1110.2
R1391,Ford Explorer,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,46000,46000,19161,0,1198.6,0,25,0,R8290,Ford Explorer,46000,25,HEV,1198.6
R1392,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,17333,0,1023.6,0,103,0,R8291,Ford Fusion,36000,103,PHEV,1023.6
R1393,Ford F 250 Super Duty XL,ICE,Department of Public Works (Administration),10707201,12/31/2021,0,42000,42000,14613,0,1227.8,0,14.6,0,R8292,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R1394,Ford F 250 Super Duty XL,ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,42000,42000,3214,0,1227.8,0,14.6,0,R8293,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R1395,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,10825,0,1023.6,0,103,0,R8294,Ford Fusion,36000,103,PHEV,1023.6
R1396,Ford Fusion,PHEV,County Council,10484801,12/31/2021,0,36000,36000,5134,0,1023.6,0,103,0,R8295,Ford Fusion,36000,103,PHEV,1023.6
R1397,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,16226,0,1023.6,0,103,0,R8296,Ford Fusion,36000,103,PHEV,1023.6
R1398,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,26641,0,984.6,0,82,0,R8297,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1399,Ford Escape,HEV,Vehicle Operations and Maintenance,210101003,12/31/2021,0,29000,29000,5091,0,1110.2,0,39,0,R8298,Ford Escape,29000,39,HEV,1110.2
R1400,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,23995,0,1023.6,0,103,0,R8299,Ford Fusion,36000,103,PHEV,1023.6
R1401,Chrysler Pacifica Hybrid,HEV,Police Department - Office of the Chief,10151501,12/31/2021,0,40000,40000,5897,0,984.6,0,82,0,R8300,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1402,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,13216,0,1110.2,0,39,0,R8301,Ford Escape,29000,39,HEV,1110.2
R1403,Ford Transit 350HD Cargo Van,EV,Department of Health (Admin),10303001,12/31/2021,0,46000,46000,13035,0,1513.2,0,66,0,R8302,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R1404,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,23718,0,1110.2,0,39,0,R8303,Ford Escape,29000,39,HEV,1110.2
R1405,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19349,0,1023.6,0,103,0,R8304,Ford Fusion,36000,103,PHEV,1023.6
R1406,Ford Explorer,HEV,County Sheriff,10181801,12/31/2021,0,46000,46000,22481,0,1198.6,0,25,0,R8305,Ford Explorer,46000,25,HEV,1198.6
R1407,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,16630,0,1110.2,0,39,0,R8306,Ford Escape,29000,39,HEV,1110.2
R1408,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,18182,0,1110.2,0,39,0,R8307,Ford Escape,29000,39,HEV,1110.2
R1409,Ford F 350 Super Duty XL,ICE,Police Department - Investigative Services,10151503,12/31/2021,0,65000,65000,8887,0,1184.6,0,13.6,0,R8308,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6
R1410,Ford F 350 Super Duty XL,ICE,Police Department - Investigative Services,10151503,12/31/2021,0,65000,65000,24578,0,1184.6,0,13.6,0,R8309,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6
R1411,Ford F 350 Super Duty XL,ICE,Police Department - Investigative Services,10151503,12/31/2021,0,65000,65000,15856,0,1184.6,0,13.6,0,R8310,Ford F 350 Super Duty XL,65000,13.6,ICE,1184.6
R1412,Chevrolet Bolt EV,EV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,31300,31300,15359,0,777.2,0,106,0,R8311,Chevrolet Bolt EV,31300,106,EV,777.2
R1413,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Transportation,10707704,12/31/2021,0,39000,39000,8570,0,1397.4,0,30.6,0,R8312,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R1414,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Transportation Specialized Transp,005070XX22,12/31/2021,0,39000,39000,13086,0,1397.4,0,30.6,0,R8313,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R1415,Ford Transit 350HD Passenger Van,EV,DPW: Bureau of Transportation,10707704,12/31/2021,0,46000,46000,16628,0,1529.4,0,66,0,R8314,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R1416,E-ONE eMAX,ICE,DPW: Bureau of Transportation Specialized Transp,005070XX22,12/31/2021,0,550000,550000,15109,0,100000,0,4.5,0,R8315,E-ONE eMAX,550000,4.5,ICE,100000
R1417,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,25726,0,1023.6,0,103,0,R8316,Ford Fusion,36000,103,PHEV,1023.6
R1418,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,11418,0,1110.2,0,39,0,R8317,Ford Escape,29000,39,HEV,1110.2
R1419,Ford Escape,HEV,Police Department - Office of the Chief,10151501,12/31/2021,0,29000,29000,5718,0,1110.2,0,39,0,R8318,Ford Escape,29000,39,HEV,1110.2
R1420,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,23318,0,1110.2,0,39,0,R8319,Ford Escape,29000,39,HEV,1110.2
R1421,Chrysler Pacifica Hybrid,HEV,OIT: Infrastructure,10696903,12/31/2021,0,40000,40000,3404,0,984.6,0,82,0,R8320,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1422,Chrysler Pacifica Hybrid,HEV,Department of Health (Admin),10303001,12/31/2021,0,40000,40000,4480,0,984.6,0,82,0,R8321,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1423,Chrysler Pacifica Hybrid,HEV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,40000,40000,3945,0,984.6,0,82,0,R8322,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1424,Chrysler Pacifica Hybrid,HEV,Baltimore County Department of Library,BS001-2180,12/31/2021,0,40000,40000,4352,0,984.6,0,82,0,R8323,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1425,Chrysler Pacifica Hybrid,HEV,Bureau of Corrections,10080801,12/31/2021,0,40000,40000,8546,0,984.6,0,82,0,R8324,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1426,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,10415,0,984.6,0,82,0,R8325,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1427,Chrysler Pacifica Hybrid,HEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,40000,40000,3801,0,984.6,0,82,0,R8326,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1428,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,21556,0,984.6,0,82,0,R8327,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1429,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,16451,0,984.6,0,82,0,R8328,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1430,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,13858,0,984.6,0,82,0,R8329,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1431,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,16514,0,984.6,0,82,0,R8330,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1432,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,10092,0,984.6,0,82,0,R8331,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1433,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,15467,0,984.6,0,82,0,R8332,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1434,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,7051,0,984.6,0,82,0,R8333,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1435,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,6197,0,984.6,0,82,0,R8334,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1436,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,14165,0,984.6,0,82,0,R8335,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1437,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,14616,0,984.6,0,82,0,R8336,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1438,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,13909,0,984.6,0,82,0,R8337,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1439,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,12209,0,984.6,0,82,0,R8338,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1440,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,7480,0,984.6,0,82,0,R8339,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1441,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,13263,0,984.6,0,82,0,R8340,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1442,Ford Explorer,HEV,County Council,10484801,12/31/2021,0,46000,46000,5751,0,1198.6,0,25,0,R8341,Ford Explorer,46000,25,HEV,1198.6
R1443,Chrysler Pacifica Hybrid,HEV,Police Department - Operations,10151506,12/31/2021,0,40000,40000,5278,0,984.6,0,82,0,R8342,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R1444,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,12386,0,1110.2,0,39,0,R8343,Ford Escape,29000,39,HEV,1110.2
R1445,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,7242,0,777.2,0,106,0,R8344,Chevrolet Bolt EV,31300,106,EV,777.2
R1446,Ford Fusion,PHEV,Police Department - Office of the Chief,10151501,12/31/2021,0,36000,36000,10265,0,1023.6,0,103,0,R8345,Ford Fusion,36000,103,PHEV,1023.6
R1447,Ford Fusion,PHEV,Police Department - Office of the Chief,10151501,12/31/2021,0,36000,36000,5237,0,1023.6,0,103,0,R8346,Ford Fusion,36000,103,PHEV,1023.6
R1448,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,15237,0,1023.6,0,103,0,R8347,Ford Fusion,36000,103,PHEV,1023.6
R1449,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,13830,0,777.2,0,106,0,R8348,Chevrolet Bolt EV,31300,106,EV,777.2
R1450,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,6552,0,1023.6,0,103,0,R8349,Ford Fusion,36000,103,PHEV,1023.6
R1451,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,5183,0,1397.4,0,30.6,0,R8350,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R1452,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,4753,0,1110.2,0,39,0,R8351,Ford Escape,29000,39,HEV,1110.2
R1453,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,10496,0,1198.6,0,25,0,R8352,Ford Explorer,46000,25,HEV,1198.6
R1454,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,8903,0,1198.6,0,25,0,R8353,Ford Explorer,46000,25,HEV,1198.6
R1455,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,2283,0,1198.6,0,25,0,R8354,Ford Explorer,46000,25,HEV,1198.6
R1456,Ford Explorer,HEV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,12126,0,1198.6,0,25,0,R8355,Ford Explorer,46000,25,HEV,1198.6
