equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance
R375,Ford E-450 Cutaway,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,150000,150000,12763,0,1788.2,0,33.7,0,R7274,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R376,Ford E-450 Cutaway,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,150000,150000,11543,0,1788.2,0,33.7,0,R7275,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R377,Ford E-450 Cutaway,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,150000,150000,8148,0,1788.2,0,33.7,0,R7276,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R378,Ford E-450 Cutaway,EV,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,150000,150000,7331,0,1788.2,0,33.7,0,R7277,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R379,Ford E-450 Cutaway,EV,DPW: Traffic Engineering,10707702,12/31/2021,0,150000,150000,7907,0,1788.2,0,33.7,0,R7278,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R380,Ford E-450 Cutaway,EV,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,150000,150000,9531,0,1788.2,0,33.7,0,R7279,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R381,Ford E-450 Cutaway,EV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,150000,150000,4672,0,1788.2,0,33.7,0,R7280,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R382,Ford E-450 Cutaway,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,150000,150000,12313,0,1788.2,0,33.7,0,R7281,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R383,Ford E-450 Cutaway,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,150000,150000,8412,0,1788.2,0,33.7,0,R7282,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R384,Ford E-450 Cutaway,EV,Property Management - Grounds and Rec Maintenance,10252504,12/31/2021,0,150000,150000,6522,0,1788.2,0,33.7,0,R7283,Ford E-450 Cutaway,150000,33.7,EV,1788.2
R385,Ford F 150 XLT Super Crew,HEV,DPW: Solid Waste Management (Refuse Disposal),10707603,12/31/2021,0,39000,39000,6273,0,1397.4,0,30.6,0,R7284,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R386,Ford F 150 XLT Super Crew,HEV,DPW: Solid Waste Management (Refuse Collection),10707602,12/31/2021,0,39000,39000,14186,0,1397.4,0,30.6,0,R7285,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R387,Ford F 150 XLT Super Crew,HEV,DPW: Solid Waste Management (Refuse Disposal),10707603,12/31/2021,0,39000,39000,6730,0,1397.4,0,30.6,0,R7286,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R388,Ford Escape,HEV,Board of Election Supervisors,10050501,12/31/2021,0,29000,29000,4869,0,1110.2,0,39,0,R7287,Ford Escape,29000,39,HEV,1110.2
R389,Ford Escape,HEV,Housing Office,005057XX21,12/31/2021,0,29000,29000,4430,0,1110.2,0,39,0,R7288,Ford Escape,29000,39,HEV,1110.2
R390,Ford Transit 350HD Cargo Van,EV,Department of Health (Animal Control),10303007,12/31/2021,0,46000,46000,1231,0,1513.2,0,66,0,R7289,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R391,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,4133,0,1397.4,0,30.6,0,R7290,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R392,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,5694,0,1397.4,0,30.6,0,R7291,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R393,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,4582,0,1397.4,0,30.6,0,R7292,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R394,Ford F 150 XLT Super Crew,HEV,Fire Department - Operations,10161604,12/31/2021,0,39000,39000,4597,0,1397.4,0,30.6,0,R7293,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R395,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,8992,0,1513.2,0,66,0,R7294,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R396,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,6419,0,1513.2,0,66,0,R7295,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R397,Ford Transit 350HD Cargo Van,EV,DPW: Traffic Planning,10707701,12/31/2021,0,46000,46000,5752,0,1513.2,0,66,0,R7296,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R398,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,12042,0,1513.2,0,66,0,R7297,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R399,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,12823,0,1513.2,0,66,0,R7298,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R400,Ford Transit 350HD Cargo Van,EV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,46000,46000,5554,0,1513.2,0,66,0,R7299,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R401,Ford Transit 350HD Cargo Van,EV,Parking Enforcement Unit,10060602,12/31/2021,0,46000,46000,7363,0,1513.2,0,66,0,R7300,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R402,Ford Transit 350HD Cargo Van,EV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,46000,46000,11580,0,1513.2,0,66,0,R7301,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R403,Ford Transit 350HD Passenger Van,EV,Police Department - Operations,10151506,12/31/2021,0,46000,46000,12222,0,1529.4,0,66,0,R7302,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R404,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,2284,0,1397.4,0,30.6,0,R7303,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R405,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,9279,0,1397.4,0,30.6,0,R7304,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R406,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,11777,0,1397.4,0,30.6,0,R7305,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R407,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,6062,0,1397.4,0,30.6,0,R7306,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R408,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,15895,0,1397.4,0,30.6,0,R7307,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R409,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,10175,0,1397.4,0,30.6,0,R7308,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R410,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,12935,0,1397.4,0,30.6,0,R7309,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R411,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,9530,0,1397.4,0,30.6,0,R7310,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R412,Ford F 150 XLT Super Crew,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,39000,39000,5291,0,1397.4,0,30.6,0,R7311,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R413,Chevrolet Suburban,ICE,Police Department - Investigative Services,10151503,12/31/2021,0,56500,56500,12088,0,1092.8,0,18,0,R7312,Chevrolet Suburban,56500,18,ICE,1092.8
R414,Ford Transit 350HD Passenger Van,EV,DPW: Safety Office,10707007,12/31/2021,0,46000,46000,10384,0,1529.4,0,66,0,R7313,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R415,Ford Transit 350HD Passenger Van,EV,Dept. of Social Services,BS001-2190,12/31/2021,0,46000,46000,5580,0,1529.4,0,66,0,R7314,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R416,Ford Transit 350HD Passenger Van,EV,Dept. of Social Services,BS001-2190,12/31/2021,0,46000,46000,3332,0,1529.4,0,66,0,R7315,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R417,Ford Transit 350HD Passenger Van,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,46000,46000,1695,0,1529.4,0,66,0,R7316,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R418,Ford Transit 350HD Passenger Van,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,46000,46000,4010,0,1529.4,0,66,0,R7317,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R419,Chrysler Pacifica Hybrid,HEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,40000,40000,23263,0,984.6,0,82,0,R7318,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R420,Ford F 550 Rollback,ICE,Vehicle Operations and Maintenance,210101003,12/31/2021,0,75900,75900,10806,0,1844.92,0,6,0,R7319,Ford F 550 Rollback,75900,6,ICE,1844.92
R421,Chevrolet Bolt EV,EV,Permits and Development Management,10171715,12/31/2021,0,31300,31300,13758,0,777.2,0,106,0,R7320,Chevrolet Bolt EV,31300,106,EV,777.2
R422,Chevrolet Bolt EV,EV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,31300,31300,15485,0,777.2,0,106,0,R7321,Chevrolet Bolt EV,31300,106,EV,777.2
R423,Chevrolet Bolt EV,EV,Fire Department - Fire Prevention,10161602,12/31/2021,0,31300,31300,6569,0,777.2,0,106,0,R7322,Chevrolet Bolt EV,31300,106,EV,777.2
R424,Chevrolet Bolt EV,EV,Permits and Development Management,10171715,12/31/2021,0,31300,31300,6726,0,777.2,0,106,0,R7323,Chevrolet Bolt EV,31300,106,EV,777.2
R425,Chevrolet Bolt EV,EV,Department of Health (Substance Abuse),005030XX67,12/31/2021,0,31300,31300,3586,0,777.2,0,106,0,R7324,Chevrolet Bolt EV,31300,106,EV,777.2
R426,Chevrolet Bolt EV,EV,DPW: Traffic Planning,10707701,12/31/2021,0,31300,31300,14875,0,777.2,0,106,0,R7325,Chevrolet Bolt EV,31300,106,EV,777.2
R427,Chevrolet Bolt EV,EV,Department of Health (Mental Health Core Services),005030XX75,12/31/2021,0,31300,31300,3682,0,777.2,0,106,0,R7326,Chevrolet Bolt EV,31300,106,EV,777.2
R428,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,1707,0,777.2,0,106,0,R7327,Chevrolet Bolt EV,31300,106,EV,777.2
R429,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,4084,0,777.2,0,106,0,R7328,Chevrolet Bolt EV,31300,106,EV,777.2
R430,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,989,0,777.2,0,106,0,R7329,Chevrolet Bolt EV,31300,106,EV,777.2
R431,Chevrolet Bolt EV,EV,Permits and Development Management,10171715,12/31/2021,0,31300,31300,3120,0,777.2,0,106,0,R7330,Chevrolet Bolt EV,31300,106,EV,777.2
R432,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,3313,0,777.2,0,106,0,R7331,Chevrolet Bolt EV,31300,106,EV,777.2
R433,Chevrolet Bolt EV,EV,Housing Office,005057XX21,12/31/2021,0,31300,31300,4892,0,777.2,0,106,0,R7332,Chevrolet Bolt EV,31300,106,EV,777.2
R434,Chevrolet Bolt EV,EV,DPW: Traffic Planning,10707701,12/31/2021,0,31300,31300,11466,0,777.2,0,106,0,R7333,Chevrolet Bolt EV,31300,106,EV,777.2
R435,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,2770,0,777.2,0,106,0,R7334,Chevrolet Bolt EV,31300,106,EV,777.2
R436,Chevrolet Bolt EV,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,31300,31300,6607,0,777.2,0,106,0,R7335,Chevrolet Bolt EV,31300,106,EV,777.2
R437,Chevrolet Bolt EV,EV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,31300,31300,2563,0,777.2,0,106,0,R7336,Chevrolet Bolt EV,31300,106,EV,777.2
R438,Ford Fusion,PHEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,36000,36000,11474,0,1023.6,0,103,0,R7337,Ford Fusion,36000,103,PHEV,1023.6
R439,Ford Fusion,PHEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,36000,36000,4997,0,1023.6,0,103,0,R7338,Ford Fusion,36000,103,PHEV,1023.6
R440,Ford Fusion,PHEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,36000,36000,9910,0,1023.6,0,103,0,R7339,Ford Fusion,36000,103,PHEV,1023.6
R441,Ford Fusion,PHEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,36000,36000,3210,0,1023.6,0,103,0,R7340,Ford Fusion,36000,103,PHEV,1023.6
R442,Ford Fusion,PHEV,Housing Office,005057XX21,12/31/2021,0,36000,36000,6669,0,1023.6,0,103,0,R7341,Ford Fusion,36000,103,PHEV,1023.6
R443,Ford Fusion,PHEV,Housing Office,005057XX21,12/31/2021,0,36000,36000,7250,0,1023.6,0,103,0,R7342,Ford Fusion,36000,103,PHEV,1023.6
R444,Ford Fusion,PHEV,Cigarette Restoration/Tobacco Program,50301525,12/31/2021,0,36000,36000,5359,0,1023.6,0,103,0,R7343,Ford Fusion,36000,103,PHEV,1023.6
R445,Ford Fusion,PHEV,DPW: Traffic Planning,10707701,12/31/2021,0,36000,36000,8861,0,1023.6,0,103,0,R7344,Ford Fusion,36000,103,PHEV,1023.6
R446,Ford Fusion,PHEV,Department of Health (Acute Communicable Disease Control),10303004,12/31/2021,0,36000,36000,9359,0,1023.6,0,103,0,R7345,Ford Fusion,36000,103,PHEV,1023.6
R447,Ford Fusion,PHEV,Department of Health (Home Health Services),10303013,12/31/2021,0,36000,36000,9827,0,1023.6,0,103,0,R7346,Ford Fusion,36000,103,PHEV,1023.6
R448,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,17287,0,1175,0,90,0,R7347,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R449,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13781,0,1175,0,90,0,R7348,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R450,Ford Mustang Mach-E AWD Extended,EV,Fire Department - Field Operations,10161606,12/31/2021,0,36000,36000,21557,0,1175,0,90,0,R7349,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R451,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,10108,0,1175,0,90,0,R7350,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R452,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,8985,0,1175,0,90,0,R7351,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R453,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,14321,0,1175,0,90,0,R7352,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R454,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5541,0,1175,0,90,0,R7353,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R455,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,22847,0,1175,0,90,0,R7354,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R456,Ford Mustang Mach-E AWD Extended,EV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,18085,0,1175,0,90,0,R7355,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R457,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8083,0,1175,0,90,0,R7356,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R458,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,8128,0,1175,0,90,0,R7357,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R459,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7681,0,1175,0,90,0,R7358,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R460,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4095,0,1175,0,90,0,R7359,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R461,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4994,0,1175,0,90,0,R7360,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R462,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,29856,0,1175,0,90,0,R7361,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R463,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10507,0,1175,0,90,0,R7362,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R464,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,11390,0,1175,0,90,0,R7363,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R465,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4906,0,1175,0,90,0,R7364,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R466,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,18198,0,1175,0,90,0,R7365,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R467,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10151,0,1175,0,90,0,R7366,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R468,Ford Mustang Mach-E AWD Extended,EV,Bureau of Corrections,10080801,12/31/2021,0,36000,36000,4498,0,1175,0,90,0,R7367,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R469,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7846,0,1175,0,90,0,R7368,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R470,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,12977,0,1175,0,90,0,R7369,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R471,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4816,0,1175,0,90,0,R7370,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R472,Ford Mustang Mach-E AWD Extended,EV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,5322,0,1175,0,90,0,R7371,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R473,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3391,0,1175,0,90,0,R7372,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R474,Ford Mustang Mach-E AWD Extended,EV,County Sheriff,10181801,12/31/2021,0,36000,36000,13009,0,1175,0,90,0,R7373,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R475,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7171,0,1175,0,90,0,R7374,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R476,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,2503,0,1175,0,90,0,R7375,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R477,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4520,0,1175,0,90,0,R7376,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R478,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6392,0,1175,0,90,0,R7377,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R479,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7118,0,1175,0,90,0,R7378,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R480,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,3125,0,1175,0,90,0,R7379,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R481,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8874,0,1175,0,90,0,R7380,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R482,Ford Mustang Mach-E AWD Extended,EV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,13780,0,1175,0,90,0,R7381,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R483,Ford Transit 350HD Cargo Van,EV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,46000,46000,10636,0,1513.2,0,66,0,R7382,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R484,Chevrolet Suburban,ICE,Police Department - Operations,10151506,12/31/2021,0,56500,56500,8886,0,1092.8,0,18,0,R7383,Chevrolet Suburban,56500,18,ICE,1092.8
R485,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,15540,0,1092.8,0,18,0,R7384,Chevrolet Suburban,56500,18,ICE,1092.8
R486,Chevrolet Suburban,ICE,County Sheriff,10181801,12/31/2021,0,56500,56500,21588,0,1092.8,0,18,0,R7385,Chevrolet Suburban,56500,18,ICE,1092.8
R487,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,8909,0,1092.8,0,18,0,R7386,Chevrolet Suburban,56500,18,ICE,1092.8
R488,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,17981,0,1092.8,0,18,0,R7387,Chevrolet Suburban,56500,18,ICE,1092.8
R489,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,24474,0,1092.8,0,18,0,R7388,Chevrolet Suburban,56500,18,ICE,1092.8
R490,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,9121,0,1092.8,0,18,0,R7389,Chevrolet Suburban,56500,18,ICE,1092.8
R491,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,5984,0,1092.8,0,18,0,R7390,Chevrolet Suburban,56500,18,ICE,1092.8
R492,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,22798,0,1092.8,0,18,0,R7391,Chevrolet Suburban,56500,18,ICE,1092.8
R493,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,26178,0,1092.8,0,18,0,R7392,Chevrolet Suburban,56500,18,ICE,1092.8
R494,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,10327,0,1023.6,0,103,0,R7393,Ford Fusion,36000,103,PHEV,1023.6
R495,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,7936,0,1023.6,0,103,0,R7394,Ford Fusion,36000,103,PHEV,1023.6
R496,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6559,0,1023.6,0,103,0,R7395,Ford Fusion,36000,103,PHEV,1023.6
R497,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,13967,0,1023.6,0,103,0,R7396,Ford Fusion,36000,103,PHEV,1023.6
R498,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,12012,0,1023.6,0,103,0,R7397,Ford Fusion,36000,103,PHEV,1023.6
R499,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6032,0,1023.6,0,103,0,R7398,Ford Fusion,36000,103,PHEV,1023.6
R500,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,14695,0,1023.6,0,103,0,R7399,Ford Fusion,36000,103,PHEV,1023.6
R501,Ford E-450,EV,DPW: Bureau of Transportation,10707704,12/31/2021,0,105000,105000,13615,0,1823,0,33.7,0,R7400,Ford E-450,105000,33.7,EV,1823
R502,Ford E-450,EV,Department of Aging (Specialized Transportation),005034XX27,12/31/2021,0,105000,105000,9357,0,1823,0,33.7,0,R7401,Ford E-450,105000,33.7,EV,1823
R503,Ford Transit 350HD Cargo Van,EV,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/31/2021,0,46000,46000,10209,0,1513.2,0,66,0,R7402,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R504,Ford F 150 XLT Super Crew,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,39000,39000,10628,0,1397.4,0,30.6,0,R7403,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R505,Ford Fusion,PHEV,Police Department - Office of the Chief,10151501,12/31/2021,0,36000,36000,5692,0,1023.6,0,103,0,R7404,Ford Fusion,36000,103,PHEV,1023.6
R506,Ford Fusion,PHEV,Fire Department - Fire Prevention,10161602,12/31/2021,0,36000,36000,7672,0,1023.6,0,103,0,R7405,Ford Fusion,36000,103,PHEV,1023.6
R507,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13891,0,1023.6,0,103,0,R7406,Ford Fusion,36000,103,PHEV,1023.6
R508,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13059,0,1023.6,0,103,0,R7407,Ford Fusion,36000,103,PHEV,1023.6
R509,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,15694,0,1023.6,0,103,0,R7408,Ford Fusion,36000,103,PHEV,1023.6
R510,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,2453,0,1023.6,0,103,0,R7409,Ford Fusion,36000,103,PHEV,1023.6
R511,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8546,0,1023.6,0,103,0,R7410,Ford Fusion,36000,103,PHEV,1023.6
