equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type
27253,2005 FORD CROWN VICTORIA',ICE,Bureau of Corrections,10080801,2/3/05,15,20580.12,4500.00,"3,011","126,519",685.30,11424.02,16,455.60,R128,Ford Mustang Mach-E AWD Extended,36000,90,EV
27263,2005 JEEP LIBERTY',ICE,Police Department - Operations,10151506,1/14/05,15,17782.00,4500.00,"2,716","104,521",430.51,10903.98,17,386.79,R129,Ford Escape,29000,39,HEV
27270,2005 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,2/4/05,15,31235.00,4000.00,"10,167","137,869",923.74,16832.73,14,1758.16,R130,Chevrolet Suburban,56500,18,ICE
27271,2005 CHEVROLET SUBURBAN',ICE,Police Department - Support Operations,10151507,2/4/05,15,31235.00,4000.00,"2,689","150,048",1810.30,24065.40,14,465.00,R131,Chevrolet Suburban,56500,18,ICE
27286,2005 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/24/05,15,33724.00,17000.00,"1,279","173,015",630.44,48007.07,9,344.05,R132,Ford E-450 Cutaway,150000,33.7,EV
27287,2005 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/24/05,15,33724.00,17000.00,"8,915","158,390",3242.51,28141.51,9,2398.14,R133,Ford E-450 Cutaway,150000,33.7,EV
27288,2005 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/24/05,15,33724.00,17000.00,"6,573","102,907",1276.47,30103.56,9,1768.14,R134,Ford E-450 Cutaway,150000,33.7,EV
27289,2005 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/24/05,15,33724.00,17000.00,"7,943","144,351",606.49,25693.02,9,2136.67,R135,Ford E-450 Cutaway,150000,33.7,EV
27290,2005 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/24/05,15,33724.00,17000.00,"6,993","144,572",1831.78,29996.97,9,1881.12,R136,Ford E-450 Cutaway,150000,33.7,EV
27291,2005 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,3/24/05,15,31117.00,17000.00,916,"131,813",592.57,24056.77,9,246.40,R137,Ford E-450 Cutaway,150000,33.7,EV
27292,"2005 CHEVROLET VAN,PRISONER TP'",ICE,County Sheriff,10181801,3/30/05,15,24824.00,6500.00,"15,664","124,906",1148.55,14826.87,15,2528.17,R138,Ford Transit 350HD Passenger Van,46000,66,EV
27300,2005 JEEP LIBERTY',ICE,Police Department - Operations,10151506,5/9/05,15,17782.00,4500.00,"1,862","108,602",606.51,13905.19,17,265.17,R139,Ford Escape,29000,39,HEV
27303,2005 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,5/16/05,15,25404.00,9000.00,"11,454","157,809",1584.93,14141.83,19,1459.48,R140,Ford F 150 XLT Super Crew,39000,30.6,HEV
27304,2005 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,5/16/05,15,25404.00,9000.00,"14,757","138,357",602.04,11935.00,19,1880.35,R141,Ford F 150 XLT Super Crew,39000,30.6,HEV
27305,2005 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,5/16/05,15,25404.00,9000.00,"15,213","117,461",748.65,13530.49,19,1938.46,R142,Ford F 150 XLT Super Crew,39000,30.6,HEV
27314,2005 CHEVROLET 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,6/6/05,15,24566.00,9000.00,"21,638","76,950",1308.76,12123.18,19,2757.14,R143,Ford F 150 XLT Super Crew,39000,30.6,HEV
27319,2005 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,6/6/05,15,23591.00,9000.00,"8,625","121,639",7201.54,23119.93,19,1099.01,R144,Ford F 150 XLT Super Crew,39000,30.6,HEV
27383,2006 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,9/15/05,15,20580.12,4800.00,"4,821","103,643",185.88,17819.67,17,686.57,R145,Ford Mustang Mach-E AWD Extended,36000,90,EV
27398,2006 FORD CROWN VICTORIA',ICE,Bureau of Corrections,10080801,9/15/05,15,20580.12,4800.00,"3,761","109,509",180.87,10978.50,17,535.61,R146,Ford Mustang Mach-E AWD Extended,36000,90,EV
27428,2005 Chrysler Sebring',ICE,Police Department - Office of the Chief,10151501,7/27/05,15,12879.53,4000.00,"5,530","86,144",397.89,10161.56,22,608.55,R147,Ford Fusion,36000,103,PHEV
27455,2006 JEEP LIBERTY',ICE,Police Department - Operations,10151506,12/12/05,15,18588.00,5000.00,"2,952","120,390",553.11,13032.40,17,420.40,R148,Ford Escape,29000,39,HEV
27462,2006 JEEP LIBERTY',ICE,DPW: Solid Waste Management (Refuse Disposal),10707603,12/12/05,15,18588.00,5000.00,"2,591","100,812",1334.19,9920.35,17,368.99,R149,Ford Escape,29000,39,HEV
27463,2006 JEEP LIBERTY',ICE,Police Department - Operations,10151506,12/12/05,15,18588.00,5000.00,"3,745","97,419",1885.29,12927.63,17,533.33,R150,Ford Escape,29000,39,HEV
27470,"2006 CHEVROLET VAN,PRISONER TP'",ICE,County Sheriff,10181801,1/19/06,14,25400.00,7000.00,"11,211","116,442",1964.83,12752.65,15,1809.46,R151,Ford Transit 350HD Passenger Van,46000,66,EV
27471,"2006 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,1/19/06,14,25400.00,7000.00,"7,271","139,000",1646.78,19077.21,15,1173.54,R152,Ford Transit 350HD Passenger Van,46000,66,EV
27472,"2006 CHEVROLET VAN,PRISONER TP'",ICE,Bureau of Corrections,10080801,1/19/06,14,25400.00,7000.00,"7,395","158,480",235.10,14207.37,15,1193.55,R153,Ford Transit 350HD Passenger Van,46000,66,EV
27494,2006 CHEVROLET SUBURBAN',ICE,Fire Department - Field Operations,10161606,3/10/06,14,30740.00,4500.00,"8,065","145,787",904.86,19930.05,14,1394.67,R154,Chevrolet Suburban,56500,18,ICE
27495,2006 CHEVROLET SUBURBAN',ICE,Police Department - Community Resources,10151508,3/10/06,14,30740.00,4500.00,"3,617","133,299",904.43,20284.33,14,625.48,R155,Chevrolet Suburban,56500,18,ICE
27511,2006 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,4/28/06,14,19201.00,9500.00,"15,287","185,014",3849.00,18896.30,15,2467.32,R156,Ford F 150 XLT Super Crew,39000,30.6,HEV
27513,2006 CHEVROLET 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,4/28/06,14,23386.00,9500.00,"7,409","164,228",1074.74,20413.39,15,1195.81,R157,Ford F 150 XLT Super Crew,39000,30.6,HEV
27517,2006 CHEVROLET 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,5/10/06,14,25026.00,9500.00,"11,768","67,255",916.10,10656.10,15,1899.36,R158,Ford F 150 XLT Super Crew,39000,30.6,HEV
27520,2006 CHEVROLET 3/4 TON PU',ICE,DPW: General Surveying,10707209,5/10/06,14,24538.00,9500.00,"14,422","198,780",437.66,20355.42,15,2327.71,R159,Ford F 150 XLT Super Crew,39000,30.6,HEV
27521,2006 CHEVROLET 3/4 TON PU',ICE,Property Management - Building Maintenance,10252502,5/17/06,14,22886.00,9500.00,"8,048","137,335",1457.66,14296.81,15,1298.95,R160,Ford F 150 XLT Super Crew,39000,30.6,HEV
27529,2006 JEEP LIBERTY',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,5/30/06,14,19995.00,5000.00,"2,572","87,340",213.17,6644.95,17,366.28,R161,Ford Escape,29000,39,HEV
27530,2006 CHEVROLET 3/4 TON PU',ICE,DPW: Traffic Engineering,10707702,6/2/06,14,16219.00,9500.00,"13,022","114,395",1317.51,8692.72,15,2101.75,R162,Ford F 150 XLT Super Crew,39000,30.6,HEV
27532,2006 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,6/2/06,14,29343.00,9500.00,"11,744","176,369",393.05,16816.42,15,1895.48,R163,Ford F 150 XLT Super Crew,39000,30.6,HEV
27536,2006 CHEVROLET 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,6/2/06,14,24748.00,9500.00,"6,281","115,588",709.12,11953.39,15,1013.75,R164,Ford F 150 XLT Super Crew,39000,30.6,HEV
27539,2006 GMC SAVANA',ICE,Community Planning,10121204,7/25/06,14,17090.00,4000.00,"1,716","175,882",399.71,9200.08,14,296.75,R165,Ford Transit 350HD Passenger Van,46000,66,EV
27540,2006 GMC SAVANA',ICE,OIT: Electronic Services/Telecommunications,10696904,7/25/06,14,19006.00,4000.00,"3,692","117,142",1193.04,8694.10,14,638.45,R166,Ford Transit 350HD Passenger Van,46000,66,EV
27541,2006 GMC SAVANA',ICE,Property Management - Building Maintenance,10252502,7/25/06,14,17491.00,4000.00,"10,029","143,298",558.25,15185.93,14,1734.30,R167,Ford Transit 350HD Passenger Van,46000,66,EV
27542,2006 GMC SAVANA',ICE,Parking Enforcement Unit,10060602,7/25/06,14,18339.00,4000.00,"7,428","114,834",5294.61,12342.60,14,1284.51,R168,Ford Transit 350HD Passenger Van,46000,66,EV
27550,2006 DODGE Stratus',ICE,Police Department - Office of the Chief,10151501,8/7/06,14,12439.86,3000.00,"5,784","76,812",1012.13,5327.83,21,666.81,R169,Ford Fusion,36000,103,PHEV
27566,2005 Toyota PRIUS',HEV,Police Department - Community Resources,10151508,10/6/06,14,22577.96,4500.00,"4,119","64,821",267.36,5519.40,46,216.78,R170,Chevrolet Bolt EV,31300,106,EV
27575,2007 CHEVROLET 1.0 TON UT',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,11/9/06,14,33845.00,10000.00,"3,219","113,539",272.87,16962.23,17,458.42,R171,Ford F 150 XLT Super Crew,39000,30.6,HEV
27576,2007 CHEVROLET 1.0 TON UT',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,11/9/06,14,33845.00,10000.00,"3,668","120,102",124.93,13256.23,17,522.37,R172,Ford F 150 XLT Super Crew,39000,30.6,HEV
27580,2007 CHEVROLET SILVERADO',ICE,Police Department - Support Operations,10151507,11/28/06,14,27053.00,9500.00,"14,351","166,915",3341.55,28198.89,17,2043.75,R173,Ford F 150 XLT Super Crew,39000,30.6,HEV
27586,2007 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/14/06,14,37450.00,18000.00,"11,380","162,220",3993.21,24090.43,9,3061.22,R174,Ford E-450 Cutaway,150000,33.7,EV
27587,2007 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/14/06,14,37450.00,18000.00,"14,387","163,751",3060.44,31956.59,9,3870.10,R175,Ford E-450 Cutaway,150000,33.7,EV
27588,2007 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/14/06,14,37450.00,18000.00,"10,655","133,077",1379.19,21797.06,9,2866.20,R176,Ford E-450 Cutaway,150000,33.7,EV
27589,2007 JEEP LIBERTY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,12/21/06,14,17816.00,5500.00,"11,047","116,401",1004.81,11625.90,17,1573.22,R177,Ford Escape,29000,39,HEV
27590,2007 JEEP LIBERTY',ICE,OIT: Electronic Services/Telecommunications,10696904,12/21/06,14,17816.00,5500.00,"4,491","114,440",808.59,6907.07,17,639.57,R178,Ford Escape,29000,39,HEV
27592,2007 JEEP LIBERTY',ICE,OIT: Electronic Services/Telecommunications,10696904,12/21/06,14,17816.00,5500.00,"5,499","104,815",596.47,8570.33,17,783.12,R179,Ford Escape,29000,39,HEV
27599,2007 FORD ESCAPE',HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/28/06,14,26352.00,5000.00,"2,220","100,572",198.86,9641.46,23,233.68,R180,Ford Escape,29000,39,HEV
27605,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/13/07,13,21011.00,5500.00,"8,027","85,620",299.28,7969.58,18,1079.63,R181,Ford Mustang Mach-E AWD Extended,36000,90,EV
27618,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/13/07,13,21011.00,5500.00,"2,709","135,300",1575.50,25577.42,18,364.36,R182,Ford Mustang Mach-E AWD Extended,36000,90,EV
27620,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/21/07,13,21011.00,5500.00,"6,527","119,314",693.82,16675.75,18,877.88,R183,Ford Mustang Mach-E AWD Extended,36000,90,EV
27625,2007 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,2/13/07,13,21011.00,5500.00,"6,592","182,978",522.41,20318.68,18,886.62,R184,Ford Mustang Mach-E AWD Extended,36000,90,EV
27635,2007 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,2/20/07,13,21011.00,5500.00,"5,985","175,741",339.80,18438.96,18,804.98,R185,Ford Mustang Mach-E AWD Extended,36000,90,EV
27656,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/20/07,13,21011.00,5500.00,"3,294","121,966",585.76,16755.12,18,443.04,R186,Ford Mustang Mach-E AWD Extended,36000,90,EV
27657,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/20/07,13,21011.00,5500.00,"4,971","122,602",83.97,14160.46,18,668.60,R187,Ford Mustang Mach-E AWD Extended,36000,90,EV
27660,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/20/07,13,21011.00,5500.00,"4,467","105,071",2215.34,14285.05,18,600.81,R188,Ford Mustang Mach-E AWD Extended,36000,90,EV
27663,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,2/28/07,13,21011.00,5500.00,"3,807","129,393",496.80,16036.85,18,512.04,R189,Ford Mustang Mach-E AWD Extended,36000,90,EV
27684,2007 FORD CROWN VICTORIA',ICE,Police Department - Administrative/Technical Services,10151502,3/2/07,13,21011.00,5500.00,"2,109","111,509",518.29,9018.47,18,283.66,R190,Ford Mustang Mach-E AWD Extended,36000,90,EV
27687,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/16/07,13,21011.00,5500.00,"3,939","136,634",803.94,21635.03,18,529.80,R191,Ford Mustang Mach-E AWD Extended,36000,90,EV
27693,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/16/07,13,21011.00,5500.00,"5,654","141,865",1471.43,12514.90,18,760.46,R192,Ford Mustang Mach-E AWD Extended,36000,90,EV
27699,2007 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,3/23/07,13,21011.00,5500.00,"24,050","261,297",1539.40,21947.66,18,3234.73,R193,Ford Mustang Mach-E AWD Extended,36000,90,EV
27701,2007 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,3/23/07,13,21011.00,5500.00,"1,549","179,104",211.84,11002.03,18,208.34,R194,Ford Mustang Mach-E AWD Extended,36000,90,EV
27706,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/23/07,13,21011.00,5500.00,"4,378","108,437",528.51,19129.84,18,588.84,R195,Ford Mustang Mach-E AWD Extended,36000,90,EV
27717,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/28/07,13,21011.00,5500.00,"11,252","136,606",1443.16,22439.30,18,1513.39,R196,Ford Mustang Mach-E AWD Extended,36000,90,EV
27724,2007 FORD CROWN VICTORIA',ICE,Police Department - Administrative/Technical Services,10151502,3/28/07,13,21011.00,5500.00,"6,928","133,036",1364.52,21372.09,18,931.82,R197,Ford Mustang Mach-E AWD Extended,36000,90,EV
27726,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/28/07,13,21011.00,5500.00,"4,397","112,889",1159.98,9221.56,18,591.40,R198,Ford Mustang Mach-E AWD Extended,36000,90,EV
27730,2007 FORD CROWN VICTORIA',ICE,Police Department - Administrative/Technical Services,10151502,3/28/07,13,21011.00,5500.00,"15,712","175,793",1825.24,15962.98,18,2113.26,R199,Ford Mustang Mach-E AWD Extended,36000,90,EV
27738,2007 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,3/28/07,13,21076.00,5500.00,"9,220","219,276",458.14,17426.02,18,1240.09,R200,Ford Mustang Mach-E AWD Extended,36000,90,EV
27744,2007 FORD CROWN VICTORIA',ICE,Police Department - Investigative Services,10151503,3/28/07,13,21011.00,5500.00,"13,894","138,343",2782.85,12535.80,18,1868.74,R201,Ford Mustang Mach-E AWD Extended,36000,90,EV
27745,2007 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,3/28/07,13,21011.00,5500.00,"10,718","201,823",1739.57,13375.60,18,1441.57,R202,Ford Mustang Mach-E AWD Extended,36000,90,EV
27746,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/28/07,13,21011.00,5500.00,"9,640","168,025",602.06,19873.05,18,1296.58,R203,Ford Mustang Mach-E AWD Extended,36000,90,EV
27748,2007 FORD CROWN VICTORIA',ICE,Police Department - Administrative/Technical Services,10151502,3/28/07,13,21011.00,5500.00,"10,584","141,730",1449.24,9778.75,18,1423.55,R204,Ford Mustang Mach-E AWD Extended,36000,90,EV
27750,2007 FORD CROWN VICTORIA',ICE,County Sheriff,10181801,3/28/07,13,21011.00,5500.00,"9,547","183,540",506.49,11215.30,18,1284.07,R205,Ford Mustang Mach-E AWD Extended,36000,90,EV
27751,2007 FORD CROWN VICTORIA',ICE,Police Department - Operations,10151506,3/28/07,13,21011.00,5500.00,"3,682","123,007",1447.22,17086.43,18,495.23,R206,Ford Mustang Mach-E AWD Extended,36000,90,EV
27758,2007 CHEVROLET MALIBU',ICE,Police Department - Operations,10151506,1/31/07,13,14189.00,3000.00,"6,340","103,707",1204.85,13161.60,21,730.91,R207,Ford Fusion,36000,103,PHEV
27767,2007 CHEVROLET C4500 UTIL BODY',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,1/26/07,13,42783.00,18000.00,"10,919","136,453",1188.65,21672.35,9,2937.21,R208,Ford E-450 Cutaway,150000,33.7,EV
27776,2007 FORD FUSION',ICE,Police Department - Administrative/Technical Services,10151502,2/20/07,13,16794.00,4800.00,"10,040","114,216",2051.16,6688.67,23,1056.82,R209,Ford Fusion,36000,103,PHEV
27786,2007 FORD FUSION',ICE,Fire Department - Field Operations,10161606,2/20/07,13,16794.00,4800.00,"6,873","121,732",1295.37,8817.13,23,723.46,R210,Ford Fusion,36000,103,PHEV
27788,2007 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,3/16/07,13,32540.00,4800.00,"7,697","172,626",3808.11,23929.95,16,1164.65,R211,Chevrolet Suburban,56500,18,ICE
27789,2007 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,3/16/07,13,32540.00,4800.00,"9,920","165,565",1679.32,25086.29,16,1501.02,R212,Chevrolet Suburban,56500,18,ICE
27791,2007 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,3/16/07,13,32540.00,4800.00,"9,389","146,525",762.47,17718.75,16,1420.67,R213,Chevrolet Suburban,56500,18,ICE
27792,2007 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,3/16/07,13,32540.00,4800.00,"6,461","167,984",1752.08,21190.11,16,977.63,R214,Chevrolet Suburban,56500,18,ICE
27794,2007 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,3/16/07,13,32540.00,4800.00,"8,796","149,066",586.68,15021.69,16,1330.94,R215,Chevrolet Suburban,56500,18,ICE
27795,2007 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,3/26/07,13,32540.00,4800.00,"1,908","147,970",119.19,13962.04,16,288.70,R216,Chevrolet Suburban,56500,18,ICE
27796,2007 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,3/26/07,13,32540.00,4800.00,"9,977","180,409",989.65,14463.46,16,1509.64,R217,Chevrolet Suburban,56500,18,ICE
27797,2007 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,3/26/07,13,32540.00,4800.00,"18,585","170,484",2315.06,14226.41,16,2812.14,R218,Chevrolet Suburban,56500,18,ICE
27798,2007 CHEVROLET SUBURBAN',ICE,Police Department - Operations,10151506,3/26/07,13,32540.00,4800.00,"6,782","145,756",1198.24,18056.06,16,1026.20,R219,Chevrolet Suburban,56500,18,ICE
27799,2007 CHEVROLET SUBURBAN',ICE,Permits and Development Management,10171715,3/16/07,13,32540.00,4800.00,"1,706","109,971",464.46,12305.97,16,258.14,R220,Chevrolet Suburban,56500,18,ICE
27808,"2007 CHEVROLET VAN,PRISONER TP'",ICE,County Sheriff,10181801,4/12/07,13,28113.00,7500.00,"15,903","189,152",4668.86,24380.64,14,2750.08,R221,Ford Transit 350HD Passenger Van,46000,66,EV
27809,"2007 CHEVROLET VAN,PRISONER TP'",ICE,Bureau of Corrections,10080801,4/12/07,13,28113.00,7500.00,"4,525","165,688",706.74,14080.29,14,782.50,R222,Ford Transit 350HD Passenger Van,46000,66,EV
27816,2007 DODGE Caravan',ICE,Vehicle Operations and Maintenance,210101003,5/3/07,13,15808.00,6000.00,"2,876","93,006",1550.89,10580.78,20,348.14,R223,Chrysler Pacifica Hybrid,40000,82,HEV
27820,2007 HONDA CIVIC',HEV,Permits and Development Management,10171715,5/30/07,13,21475.00,3500.00,"6,479","110,388",5.93,8051.68,29,540.88,R224,Chevrolet Bolt EV,31300,106,EV
27821,2007 HONDA CIVIC',HEV,Housing Office,005057XX21,5/30/07,13,21475.00,3500.00,"8,157","108,417",1648.44,14200.75,29,680.97,R225,Chevrolet Bolt EV,31300,106,EV
27822,2007 HONDA CIVIC',HEV,Department of Health (Environmental Health Services),10303005,5/30/07,13,21475.00,3500.00,"8,205","129,222",3900.62,18174.34,29,684.98,R226,Chevrolet Bolt EV,31300,106,EV
27823,2007 HONDA CIVIC',HEV,Department of Health (Environmental Health Services),10303005,5/30/07,13,21475.00,3500.00,"2,894","116,070",238.45,10499.77,29,241.60,R227,Chevrolet Bolt EV,31300,106,EV
27824,2006 CHEVROLET COBALT',ICE,State's Attorney,10090901,5/25/07,13,10526.04,3000.00,97,"34,397",764.14,3471.46,24,9.78,R228,Chevrolet Bolt EV,31300,106,EV
27826,2007 FORD FOCUS',ICE,Dept. of Social Services,BS001-2190,6/5/07,13,11746.00,3500.00,"5,648","124,292",128.78,13234.83,26,525.92,R229,Chevrolet Bolt EV,31300,106,EV
27827,2007 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,6/5/07,13,11746.00,3500.00,"3,123","52,550",3308.52,8745.98,26,290.80,R230,Chevrolet Bolt EV,31300,106,EV
27828,2007 FORD FOCUS',ICE,Dept. of Social Services,BS001-2190,6/5/07,13,11746.00,3500.00,"4,806","123,594",967.90,9985.84,26,447.51,R231,Chevrolet Bolt EV,31300,106,EV
27829,2007 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,6/5/07,13,11746.00,3500.00,"5,907","120,962",209.39,8173.38,26,550.03,R232,Chevrolet Bolt EV,31300,106,EV
27830,2007 FORD FOCUS',ICE,DPW: Traffic Planning,10707701,6/5/07,13,11746.00,3500.00,"5,850","142,782",1084.71,13064.30,26,544.73,R233,Chevrolet Bolt EV,31300,106,EV
27831,2007 FORD FOCUS',ICE,Department of Health (Environmental Health Services),10303005,6/5/07,13,11746.00,3500.00,"4,002","114,703",753.79,6979.37,26,372.65,R234,Chevrolet Bolt EV,31300,106,EV
27834,2007 CHEVROLET IMPALA',ICE,Police Department - Administrative/Technical Services,10151502,6/4/07,13,16112.34,4000.00,"4,964","56,862",391.67,6548.87,22,546.27,R235,Ford Fusion,36000,103,PHEV
27839,2007 GMC 3/4 TON PU',ICE,Property Management - Grounds and Rec Maintenance,10252504,7/20/07,13,28458.00,6500.00,"12,021","142,748",1605.55,15505.06,16,1818.93,R236,Ford F 150 XLT Super Crew,39000,30.6,HEV
27840,2007 GMC 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,7/20/07,13,31648.00,6500.00,"10,168","177,886",2069.08,25642.09,16,1538.55,R237,Ford F 150 XLT Super Crew,39000,30.6,HEV
27841,2007 GMC 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,7/23/07,13,27878.00,6500.00,"11,845","146,093",4648.94,25422.98,16,1792.30,R238,Ford F 150 XLT Super Crew,39000,30.6,HEV
27843,2007 GMC 3/4 TON PU',ICE,Property Management - Grounds and Rec Maintenance,10252504,7/27/07,13,28458.00,6500.00,"6,332","93,175",162.80,17441.34,16,958.11,R239,Ford F 150 XLT Super Crew,39000,30.6,HEV
27844,2007 GMC 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,7/27/07,13,27866.00,6500.00,"13,527","49,897",1201.67,6454.86,16,2046.80,R240,Ford F 150 XLT Super Crew,39000,30.6,HEV
27845,2007 GMC 3/4 TON PU',ICE,Property Management - Grounds and Rec Maintenance,10252504,7/27/07,13,27866.00,6500.00,"9,998","77,072",347.16,8244.51,16,1512.82,R241,Ford F 150 XLT Super Crew,39000,30.6,HEV
27847,2007 GMC 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,8/7/07,13,31648.00,6500.00,"13,130","146,534",3131.64,28382.53,16,1986.73,R242,Ford F 150 XLT Super Crew,39000,30.6,HEV
27849,2007 GMC 3/4 TON PU',ICE,DPW: Highways/General Oper/Maintenance,10707502,8/7/07,13,31648.00,6500.00,"13,123","185,216",5350.54,31822.19,16,1985.67,R243,Ford F 150 XLT Super Crew,39000,30.6,HEV
27851,2007 GMC 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,8/22/07,13,31118.00,6500.00,"8,052","132,416",1697.11,18776.46,16,1218.37,R244,Ford F 150 XLT Super Crew,39000,30.6,HEV
27854,2007 GMC 3/4 TON PU',ICE,DPW: Bureau of Utilties (Pumping/Treatment Plants),300707804,8/14/07,13,31648.00,6500.00,"4,086","142,516",3626.32,27378.87,16,618.26,R245,Ford F 150 XLT Super Crew,39000,30.6,HEV
27859,2007 GMC 3/4 TON PU',ICE,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,8/31/07,13,29576.00,6500.00,"17,822","175,784",1556.99,16819.04,16,2696.69,R246,Ford F 150 XLT Super Crew,39000,30.6,HEV
27870,2007 CHEVROLET IMPALA',ICE,Police Department - Administrative/Technical Services,10151502,9/14/07,13,15698.54,4000.00,"5,905","87,302",1167.51,7865.85,22,649.82,R247,Ford Fusion,36000,103,PHEV
27872,2007 CHEVROLET MALIBU',ICE,Police Department - Administrative/Technical Services,10151502,9/27/07,13,13060.56,3000.00,"6,912","92,228",1416.28,5765.55,21,796.85,R248,Ford Fusion,36000,103,PHEV
27873,2007 JEEP Grand Cherokee',ICE,Department of Public Works (Administration),10707201,9/20/07,13,19629.64,6000.00,"5,140","114,915",3.98,12704.62,17,732.00,R249,Ford Explorer,46000,25,HEV
