equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type
31200,2015 FORD F250',ICE,Property Management - Grounds and Rec Maintenance,10252504,5/5/15,5,29705.00,12927.18,"10,671","56,974",1179.36,4704.31,15,1722.30,R976,Ford F 250 Super Duty XL,42000,14.6,ICE
31201,2015 FORD F250',ICE,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,8/11/15,5,35055.00,16229.17,"8,956","29,188",105.98,462.81,15,1445.50,R977,Ford F 250 Super Duty XL,42000,14.6,ICE
31202,2015 FORD F250',ICE,Property Management - Grounds and Rec Maintenance,10252504,6/25/15,5,31885.00,14171.11,"16,094","78,402",2294.64,4466.19,15,2597.57,R978,Ford F 250 Super Duty XL,42000,14.6,ICE
31203,2015 FORD F250',ICE,DPW: Solid Waste Management (Refuse Collection),10707602,6/25/15,5,31035.00,13793.33,"17,676","86,946",314.30,4469.18,15,2852.91,R979,Ford F 250 Super Duty XL,42000,14.6,ICE
31204,2015 FORD F250',ICE,Property Management - Grounds and Rec Maintenance,10252504,6/25/15,5,31035.00,13793.33,"12,987","73,482",679.77,2711.90,15,2096.10,R980,Ford F 250 Super Duty XL,42000,14.6,ICE
31205,2014 JEEP PATRIOT',ICE,Police Department - Investigative Services,10151503,5/29/15,5,16215.79,2477.41,"20,716","86,180",318.77,3952.24,24,2089.73,R981,Ford Escape,29000,39,HEV
31206,2015 CHEVROLET MALIBU',ICE,Police Department - Investigative Services,10151503,5/29/15,5,18698.59,2856.73,"19,567","112,498",1474.29,5230.72,29,1633.51,R982,Ford Fusion,36000,103,PHEV
31208,2014 DODGE JOURNEY',ICE,Police Department - Operations,10151506,7/16/15,5,17845.13,3222.04,"7,318","52,728",493.18,2478.52,19,932.47,R983,Chrysler Pacifica Hybrid,40000,82,HEV
31209,2015 CHEVROLET CAPTIVA',ICE,Police Department - Vice/Narcotics,10151504,7/31/15,5,17819.26,3217.37,"15,492","70,969",3552.62,7022.98,23,1630.70,R984,Ford Escape,29000,39,HEV
31210,2013 Toyota Camry',ICE,Police Department - Vice/Narcotics,10151504,8/8/15,5,16241.65,3158.10,"18,185","101,080",950.35,74.21,28,1572.35,R985,Ford Fusion,36000,103,PHEV
31211,2013 DODGE Grand Caravan',ICE,Police Department - Operations,10151506,8/8/15,5,17689.85,3439.69,"12,408","36,554",278.74,2765.09,20,1501.99,R986,Chrysler Pacifica Hybrid,40000,82,HEV
31213,2015 CHEVROLET MALIBU',ICE,Police Department - Investigative Services,10151503,9/3/15,5,17948.58,3739.29,"11,652","70,331",889.70,4263.51,29,972.74,R987,Ford Fusion,36000,103,PHEV
31214,2014 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,9/3/15,5,18931.35,3944.03,"25,918","75,282",6113.95,10036.45,20,3137.37,R988,Chrysler Pacifica Hybrid,40000,82,HEV
31215,2015 JEEP Grand Cherokee',ICE,Police Department - Vice/Narcotics,10151504,9/3/15,5,31216.04,6503.34,"14,928","104,266",780.14,22.56,20,1807.03,R989,Ford Explorer,46000,25,HEV
31216,2014 Toyota TACOMA',ICE,Police Department - Vice/Narcotics,10151504,9/9/15,5,23767.64,4951.59,"22,216","75,215",1161.01,22.56,18,2988.05,R990,Ford F 150 XLT Super Crew,39000,30.6,HEV
31217,2014 HONDA CR-V',ICE,Police Department - Vice/Narcotics,10151504,9/16/15,5,21724.50,4525.94,"16,204","90,943",846.82,136.30,26,1508.84,R991,Ford Escape,29000,39,HEV
31218,2015 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,9/16/15,5,22526.24,4692.97,"12,612","69,987",1907.27,6557.44,20,1526.68,R992,Chrysler Pacifica Hybrid,40000,82,HEV
31219,2015 CHEVROLET SILVERADO',ICE,Police Department - Vice/Narcotics,10151504,9/24/15,5,29897.05,6228.55,"15,209","77,306",794.82,88.56,19,1937.95,R993,Ford F 150 XLT Super Crew,39000,30.6,HEV
31220,2012 FORD F150',ICE,Police Department - Vice/Narcotics,10151504,9/24/15,5,27879.78,5808.29,"23,518","108,558",1229.05,338.77,19,2996.69,R994,Ford F 150 XLT Super Crew,39000,30.6,HEV
31221,2015 FORD F150',ICE,Police Department - Vice/Narcotics,10151504,9/24/15,5,30383.44,6329.88,"29,854","116,388",338.92,709.59,18,4015.36,R995,Ford F 150 XLT Super Crew,39000,30.6,HEV
31222,2013 DODGE RAM 1500',ICE,Police Department - Vice/Narcotics,10151504,10/31/15,5,27284.94,6063.32,"21,239","89,332",140.00,2379.92,19,2706.30,R996,Ford F 150 XLT Super Crew,39000,30.6,HEV
31223,2016 FORD FUSION',ICE,Police Department - Administrative/Technical Services,10151502,11/2/15,5,19650.00,8392.19,"16,598","64,809",1040.99,2411.93,29,1385.65,R997,Chevrolet Bolt EV,31300,106,EV
31224,2015 DODGE JOURNEY',ICE,Police Department - Vice/Narcotics,10151504,11/10/15,5,21802.09,5147.72,"15,816","80,135",3230.63,3260.24,19,2015.29,R998,Chrysler Pacifica Hybrid,40000,82,HEV
31226,2012 CHEVROLET EXPRESS',ICE,Fire Department - Fire Rescue Academy,10161607,11/30/15,5,21621.00,12000.00,"9,684","47,819",633.88,1953.42,14,1674.64,R999,Chevrolet Bolt EV,31300,106,EV
31227,2015 CHEVROLET VAN 12PSG',ICE,Vehicle Operations and Maintenance,210101003,11/30/15,5,36700.00,10000.00,579,"21,293",227.34,1621.99,13,107.83,R1000,Ford Transit 350HD Passenger Van,46000,66,EV
31228,2015 Chrysler 200',ICE,Police Department - Operations,10151506,12/1/15,5,16474.50,4118.63,"9,488","27,259",477.64,1863.96,23,998.72,R1001,Ford Fusion,36000,103,PHEV
31229,2014 FORD E350',ICE,Housing Office,005057XX21,12/1/15,5,26109.88,13054.94,597,"2,900",141.31,999.58,12,120.44,R1002,Ford Transit 350HD Cargo Van,46000,66,EV
31230,2015 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,12/18/15,5,23959.00,5989.75,"19,682","89,459",728.45,4938.05,29,1643.11,R1003,Ford Fusion,36000,103,PHEV
31231,2015 DODGE JOURNEY',ICE,Police Department - Investigative Services,10151503,12/23/15,5,19377.87,4844.47,"15,247","88,793",2249.50,7345.99,19,1942.79,R1004,Chrysler Pacifica Hybrid,40000,82,HEV
31233,2015 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,12/17/15,5,16707.17,4176.79,"17,897","78,420",4907.60,8751.34,20,2166.43,R1005,Chrysler Pacifica Hybrid,40000,82,HEV
31234,2015 DODGE JOURNEY',ICE,Police Department - Vice/Narcotics,10151504,1/26/16,4,19862.40,5241.47,"17,102","91,952",939.87,3982.63,19,2179.15,R1006,Chrysler Pacifica Hybrid,40000,82,HEV
31235,2016 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,2/1/16,4,21950.00,6097.22,"22,496","104,394",3340.77,12102.06,20,2723.14,R1007,Chrysler Pacifica Hybrid,40000,82,HEV
31236,2015 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,1/30/16,4,21983.13,5801.10,"9,517","73,934",497.61,3777.59,20,1152.03,R1008,Chrysler Pacifica Hybrid,40000,82,HEV
31237,2014 HONDA PILOT',ICE,Police Department - Vice/Narcotics,10151504,2/25/16,4,28500.00,7916.67,"15,183","77,856",793.46,4760.78,20,1837.90,R1009,Ford Escape,29000,39,HEV
31238,2012 HYUNDIA SANTE FE',ICE,Police Department - Vice/Narcotics,10151504,2/23/16,4,16396.83,4554.68,"19,893","91,953",1039.61,67.64,22,2189.13,R1010,Ford Fusion,36000,103,PHEV
31239,2014 CHEVROLET CAPTIVA',ICE,Police Department - Operations,10151506,3/15/16,4,15207.15,4435.42,"8,848","33,117",662.70,2520.42,19,1127.42,R1011,Ford Escape,29000,39,HEV
31240,2012 CHEVROLET MALIBU',ICE,Police Department - Community Resources,10151508,3/28/16,4,11896.95,3469.94,"24,413","98,222",3828.65,7893.54,26,2273.23,R1012,Ford Fusion,36000,103,PHEV
31241,2014 Nissan ALTIMA',ICE,Police Department - Vice/Narcotics,10151504,3/31/16,4,13588.00,3963.17,"20,354","88,583",1063.70,3062.26,31,1589.58,R1013,Ford Fusion,36000,103,PHEV
31242,2015 Nissan FRONTIER',ICE,Police Department - Vice/Narcotics,10151504,4/30/16,4,25552.15,7807.60,"19,533","66,554",1020.79,9.02,19,2488.92,R1014,Ford F 150 XLT Super Crew,39000,30.6,HEV
31243,2015 Chrysler TOWN & COUNTRY',ICE,Police Department - Vice/Narcotics,10151504,5/10/16,4,22034.85,7038.91,"16,958","71,495",277.32,563.05,20,2052.77,R1015,Chrysler Pacifica Hybrid,40000,82,HEV
31244,2015 DODGE JOURNEY',ICE,Police Department - Investigative Services,10151503,5/16/16,4,18900.00,6037.50,"21,546","93,993",2230.23,5672.04,19,2745.41,R1016,Chrysler Pacifica Hybrid,40000,82,HEV
31245,2016 Toyota Camry',ICE,Police Department - Vice/Narcotics,10151504,5/16/16,4,19267.57,6154.92,"19,795","83,180",1034.49,236.58,24,1996.82,R1017,Ford Fusion,36000,103,PHEV
31246,"2016 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,5/12/16,4,36189.00,11560.38,"11,050","29,520",1299.53,2570.87,12,2229.34,R1018,Ford Transit 350HD Passenger Van,46000,66,EV
31247,"2016 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,5/12/16,4,36189.00,11560.38,"23,180","55,060",1308.26,2683.44,12,4676.57,R1019,Ford Transit 350HD Passenger Van,46000,66,EV
31248,"2016 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,5/12/16,4,36189.00,11560.38,"13,993","33,707",968.46,2721.85,12,2823.09,R1020,Ford Transit 350HD Passenger Van,46000,66,EV
31249,"2016 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,5/12/16,4,36189.00,11560.38,"15,407","71,031",1615.60,4957.38,12,3108.36,R1021,Ford Transit 350HD Passenger Van,46000,66,EV
31250,"2016 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,5/12/16,4,36189.00,11560.38,"25,405","54,685",1259.18,2611.07,12,5125.46,R1022,Ford Transit 350HD Passenger Van,46000,66,EV
31251,"2016 CHEVROLET VAN,PRISONER TP'",ICE,Police Department - Operations,10151506,5/12/16,4,36189.00,11560.38,"13,034","69,688",500.75,3247.01,12,2629.61,R1023,Ford Transit 350HD Passenger Van,46000,66,EV
31252,2016 FORD E450',ICE,DPW: Bureau of Transportation Rural Transp,005070XX23,6/16/16,4,54476.39,30264.66,"17,150","80,522",1348.62,7240.72,10,4152.02,R1024,Ford E-450,105000,33.7,EV
31253,2016 FORD E450',ICE,DPW: Bureau of Transportation Specialized Transp,005070XX22,6/16/16,4,54476.39,30264.66,"19,586","82,857",873.40,6372.77,10,4741.77,R1025,Ford E-450,105000,33.7,EV
31254,2016 FORD E350 BUS',ICE,DPW: Bureau of Transportation,10707704,6/29/16,4,52617.61,29232.01,"14,717","66,894",672.03,4182.30,12.5,2850.39,R1026,Ford Transit 350HD Passenger Van,46000,66,EV
31255,2016 FORD E350 BUS',ICE,DPW: Bureau of Transportation,10707704,6/29/16,4,52617.61,29232.01,"18,726","68,953",924.05,4300.22,12.5,3626.85,R1027,Ford Transit 350HD Passenger Van,46000,66,EV
31256,2014 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,6/17/16,4,16488.00,5496.00,"22,051","72,002",1575.14,5655.96,20,2669.27,R1028,Chrysler Pacifica Hybrid,40000,82,HEV
31257,2016 FORD TRANSIT CONNECT',ICE,Police Department - Administrative/Technical Services,10151502,7/8/16,4,24240.00,8416.67,"21,276","151,926",1578.52,9424.77,22,2341.33,R1029,Ford Transit 350HD Passenger Van,46000,66,EV
31258,2016 FORD TRANSIT CONNECT',ICE,Police Department - Administrative/Technical Services,10151502,7/8/16,4,24240.00,8416.67,"27,109","122,198",1347.26,5664.80,22,2983.22,R1030,Ford Transit 350HD Passenger Van,46000,66,EV
31259,2016 FORD TRANSIT CONNECT',ICE,Police Department - Administrative/Technical Services,10151502,7/12/16,4,24240.00,8416.67,"31,956","98,575",3608.52,6903.53,22,3516.61,R1031,Ford Transit 350HD Passenger Van,46000,66,EV
31260,2016 FORD TRANSIT CONNECT',ICE,Police Department - Administrative/Technical Services,10151502,7/12/16,4,24240.00,8416.67,"30,001","106,441",1133.61,5481.65,22,3301.47,R1032,Ford Transit 350HD Passenger Van,46000,66,EV
31261,2014 Chrysler TOWN & COUNTRY',ICE,Dept. of Social Services,BS001-2190,7/14/16,4,25000.00,12760.42,"4,124","26,256",609.49,2443.40,20,499.21,R1033,Chrysler Pacifica Hybrid,40000,82,HEV
31263,2016 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,6/14/16,4,45521.00,25289.44,"8,841","50,430",485.31,1519.48,18,1189.11,R1034,Chevrolet Suburban,56500,18,ICE
31264,2016 CHEVROLET SUBURBAN',ICE,Fire Department - Operations,10161604,6/14/16,4,45521.00,25289.44,"11,900","43,302",643.89,2515.04,18,1600.55,R1035,Chevrolet Suburban,56500,18,ICE
31265,2015 DODGE JOURNEY',ICE,Police Department - Investigative Services,10151503,10/11/16,4,16388.00,6373.11,"19,388","80,412",5105.48,7827.09,19,2470.44,R1036,Chrysler Pacifica Hybrid,40000,82,HEV
31266,2013 CHEVROLET IMPALA',ICE,Police Department - Investigative Services,10151503,10/11/16,4,11845.03,4606.40,"9,172","46,589",361.23,2971.26,22,1009.34,R1037,Ford Fusion,36000,103,PHEV
31267,2013 CHEVROLET MALIBU',ICE,Police Department - Investigative Services,10151503,10/11/16,4,13370.91,5199.80,"16,593","66,049",924.01,3173.96,26,1545.06,R1038,Ford Fusion,36000,103,PHEV
31268,2016 DODGE Grand Caravan',ICE,Police Department - Vice/Narcotics,10151504,10/28/16,4,21872.95,8506.15,"27,850","106,055",1455.44,2802.34,20,3371.24,R1039,Chrysler Pacifica Hybrid,40000,82,HEV
31269,2016 GMC CANYON',ICE,Police Department - Investigative Services,10151503,11/7/16,4,31530.00,12699.58,"17,481","71,634",1216.42,4379.64,22,1923.70,R1040,Ford F 150 XLT Super Crew,39000,30.6,HEV
31270,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"37,224","141,342",12415.67,25798.28,19,4743.12,R1041,Ford Fusion,36000,103,PHEV
31271,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"18,857","66,174",2282.46,6249.29,19,2402.78,R1042,Ford Fusion,36000,103,PHEV
31272,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/2/16,4,26540.00,10689.72,"30,589","104,961",7474.84,15253.23,19,3897.68,R1043,Ford Fusion,36000,103,PHEV
31274,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"22,287","96,199",3987.36,12278.95,19,2839.83,R1044,Ford Fusion,36000,103,PHEV
31275,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"39,432","122,660",9770.11,19996.00,19,5024.47,R1045,Ford Fusion,36000,103,PHEV
31276,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/19/16,4,26540.00,11058.33,"57,915","154,205",8984.89,19050.73,19,7379.59,R1046,Ford Fusion,36000,103,PHEV
31277,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"28,798","110,137",4589.27,14882.65,19,3669.47,R1047,Ford Fusion,36000,103,PHEV
31278,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/19/16,4,26540.00,11058.33,"34,577","104,034",3334.45,11142.63,19,4405.84,R1048,Ford Fusion,36000,103,PHEV
31279,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/15/16,4,26540.00,10689.72,"13,590","42,384",840.24,4502.43,19,1731.65,R1049,Ford Fusion,36000,103,PHEV
31280,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/21/16,4,26540.00,10689.72,"15,511","42,044",1565.81,3873.66,19,1976.43,R1050,Ford Fusion,36000,103,PHEV
31281,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"28,376","108,863",6077.58,15063.67,19,3615.70,R1051,Ford Fusion,36000,103,PHEV
31282,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/4/16,4,26540.00,10689.72,"38,533","131,792",6019.38,17187.62,19,4909.92,R1052,Ford Fusion,36000,103,PHEV
31283,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/21/16,4,26540.00,10689.72,"18,296","49,433",1823.57,5114.92,19,2331.30,R1053,Ford Fusion,36000,103,PHEV
31286,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/4/16,4,26540.00,10689.72,"36,498","132,803",11271.58,20569.95,19,4650.61,R1054,Ford Fusion,36000,103,PHEV
31287,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"37,797","135,136",3131.07,15280.62,19,4816.13,R1055,Ford Fusion,36000,103,PHEV
31288,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"30,832","116,878",3264.80,11961.33,19,3928.65,R1056,Ford Fusion,36000,103,PHEV
31289,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"53,708","177,580",7815.98,18361.61,19,6843.53,R1057,Ford Fusion,36000,103,PHEV
31290,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"40,225","135,298",7604.01,22126.87,19,5125.51,R1058,Ford Fusion,36000,103,PHEV
31291,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"36,189","126,383",6026.73,16567.66,19,4611.24,R1059,Ford Fusion,36000,103,PHEV
31292,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/6/16,4,26540.00,11058.33,"33,561","105,270",4588.59,11696.77,19,4276.38,R1060,Ford Fusion,36000,103,PHEV
31293,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"41,368","150,619",10261.41,19792.56,19,5271.15,R1061,Ford Fusion,36000,103,PHEV
31294,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/4/16,4,26540.00,10689.72,"24,584","108,069",6155.74,16627.94,19,3132.52,R1062,Ford Fusion,36000,103,PHEV
31295,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/19/16,4,26540.00,11058.33,"33,761","96,606",4515.07,13337.91,19,4301.86,R1063,Ford Fusion,36000,103,PHEV
31296,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/19/16,4,26540.00,11058.33,"25,454","132,054",4739.58,13216.75,19,3243.38,R1064,Ford Fusion,36000,103,PHEV
31297,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"36,138","140,512",6705.96,21321.23,19,4604.74,R1065,Ford Fusion,36000,103,PHEV
31299,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"32,944","112,816",7190.01,16871.46,19,4197.76,R1066,Ford Fusion,36000,103,PHEV
31301,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/4/16,4,26540.00,10689.72,"4,746","73,767",1098.38,7680.73,19,604.74,R1067,Ford Fusion,36000,103,PHEV
31302,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/15/16,4,26540.00,10689.72,"37,902","134,401",5364.12,13438.76,19,4829.51,R1068,Ford Fusion,36000,103,PHEV
31303,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,2/17/17,3,26540.00,11795.56,"5,373","85,243",773.44,7101.82,19,684.63,R1069,Ford Fusion,36000,103,PHEV
31304,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/14/16,4,26540.00,11058.33,"56,165","155,816",6217.32,15359.25,19,7156.60,R1070,Ford Fusion,36000,103,PHEV
31305,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/21/16,4,26540.00,10689.72,"35,581","104,088",7649.18,14828.04,19,4533.77,R1071,Ford Fusion,36000,103,PHEV
31307,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"35,134","124,322",7991.41,17099.21,19,4476.81,R1072,Ford Fusion,36000,103,PHEV
31308,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"21,981","81,152",1590.91,6235.77,19,2800.84,R1073,Ford Fusion,36000,103,PHEV
31309,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"26,192","128,438",2807.90,13052.69,19,3337.41,R1074,Ford Fusion,36000,103,PHEV
31310,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"23,373","81,081",3655.37,9947.44,19,2978.21,R1075,Ford Fusion,36000,103,PHEV
31311,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"23,673","80,575",2367.69,6788.91,19,3016.44,R1076,Ford Fusion,36000,103,PHEV
31313,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/6/16,4,26540.00,11058.33,"21,405","62,209",3503.37,7375.85,19,2727.45,R1077,Ford Fusion,36000,103,PHEV
31314,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/21/16,4,26540.00,10689.72,"17,906","54,351",1928.66,3655.05,19,2281.60,R1078,Ford Fusion,36000,103,PHEV
31316,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/6/16,4,26540.00,11058.33,"22,567","56,482",2093.98,5412.19,19,2875.51,R1079,Ford Fusion,36000,103,PHEV
31317,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/2/16,4,26540.00,10689.72,"50,007","176,880",8589.10,24390.61,19,6371.94,R1080,Ford Fusion,36000,103,PHEV
31318,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,10/28/16,4,26540.00,10321.11,"46,679","153,433",8629.43,23692.10,19,5947.89,R1081,Ford Fusion,36000,103,PHEV
31319,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"11,030","46,642",504.48,4809.34,19,1405.45,R1082,Ford Fusion,36000,103,PHEV
31320,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/15/16,4,26540.00,10689.72,"30,451","117,028",9933.28,18423.12,19,3880.10,R1083,Ford Fusion,36000,103,PHEV
31322,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"38,583","119,754",6139.54,12707.38,19,4916.29,R1084,Ford Fusion,36000,103,PHEV
31323,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"29,520","117,804",8818.62,15701.16,19,3761.47,R1085,Ford Fusion,36000,103,PHEV
31324,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"40,919","119,777",8595.18,15312.80,19,5213.94,R1086,Ford Fusion,36000,103,PHEV
31325,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/6/16,4,26540.00,11058.33,"32,165","104,726",2835.26,10445.73,19,4098.50,R1087,Ford Fusion,36000,103,PHEV
31326,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/21/16,4,26540.00,10689.72,"19,370","49,391",1713.03,4501.15,19,2468.15,R1088,Ford Fusion,36000,103,PHEV
31327,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/15/16,4,26540.00,10689.72,"12,015","41,079",1360.42,3762.19,19,1530.96,R1089,Ford Fusion,36000,103,PHEV
31329,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/21/16,4,26540.00,10689.72,"15,990","53,038",1290.80,3353.00,19,2037.46,R1090,Ford Fusion,36000,103,PHEV
31330,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/2/16,4,26540.00,10689.72,"25,528","102,343",813.85,4299.92,19,3252.80,R1091,Ford Fusion,36000,103,PHEV
31331,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"35,500","85,900",1290.15,2437.03,19,4523.45,R1092,Ford Fusion,36000,103,PHEV
31332,2016 FORD TAURUS AWD',ICE,Police Department - Community Resources,10151508,11/15/16,4,26540.00,10689.72,"14,174","37,814",593.60,1375.33,19,1806.07,R1093,Ford Fusion,36000,103,PHEV
31333,2016 FORD TAURUS AWD',ICE,Police Department - Investigative Services,10151503,11/4/16,4,26540.00,10689.72,"12,968","28,498",804.18,2055.46,19,1652.40,R1094,Ford Fusion,36000,103,PHEV
31334,2016 FORD TAURUS AWD',ICE,Police Department - Support Operations,10151507,11/2/16,4,26540.00,10689.72,"16,926","59,701",615.87,2675.19,19,2156.73,R1095,Ford Fusion,36000,103,PHEV
31335,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/9/16,4,26540.00,10689.72,"13,748","53,692",1433.20,3330.95,19,1751.78,R1096,Ford Fusion,36000,103,PHEV
31336,2016 FORD TAURUS AWD',ICE,Police Department - Administrative/Technical Services,10151502,11/2/16,4,26540.00,10689.72,"24,668","81,281",1847.08,3555.17,19,3143.22,R1097,Ford Fusion,36000,103,PHEV
31337,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/5/16,4,26540.00,11058.33,"7,188","49,814",1067.68,2266.41,19,915.90,R1098,Ford Fusion,36000,103,PHEV
31338,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/2/16,4,26540.00,10689.72,"14,629","54,109",1157.96,2058.10,19,1864.04,R1099,Ford Fusion,36000,103,PHEV
31339,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/5/16,4,26540.00,11058.33,"12,095","31,495",902.32,2503.18,19,1541.16,R1100,Ford Fusion,36000,103,PHEV
31340,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/15/16,4,26540.00,10689.72,"8,762","40,748",434.23,1538.29,19,1116.46,R1101,Ford Fusion,36000,103,PHEV
31341,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/4/16,4,26540.00,10689.72,"7,993","28,271",1414.95,2854.39,19,1018.48,R1102,Ford Fusion,36000,103,PHEV
31342,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/4/16,4,26540.00,10689.72,"14,114","32,501",784.77,1842.95,19,1798.42,R1103,Ford Fusion,36000,103,PHEV
31343,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,11/2/16,4,26540.00,10689.72,"20,071","76,493",1735.43,3224.29,19,2557.47,R1104,Ford Fusion,36000,103,PHEV
31344,2016 FORD TAURUS AWD',ICE,Police Department - Operations,10151506,12/5/16,4,26540.00,11058.33,"16,672","66,262",660.56,2905.02,19,2124.36,R1105,Ford Fusion,36000,103,PHEV
31345,2016 FORD TAURUS AWD',ICE,Police Department - Administrative/Technical Services,10151502,11/2/16,4,26540.00,10689.72,"10,906","59,920",1062.80,1992.17,19,1389.65,R1106,Ford Fusion,36000,103,PHEV
